timestamp,target_q_0,target_q_1,target_q_2,target_q_3,target_q_4,target_q_5,target_qd_0,target_qd_1,target_qd_2,target_qd_3,target_qd_4,target_qd_5,target_qdd_0,target_qdd_1,target_qdd_2,target_qdd_3,target_qdd_4,target_qdd_5,target_current_0,target_current_1,target_current_2,target_current_3,target_current_4,target_current_5,target_moment_0,target_moment_1,target_moment_2,target_moment_3,target_moment_4,target_moment_5,actual_q_0,actual_q_1,actual_q_2,actual_q_3,actual_q_4,actual_q_5,actual_qd_0,actual_qd_1,actual_qd_2,actual_qd_3,actual_qd_4,actual_qd_5,actual_current_0,actual_current_1,actual_current_2,actual_current_3,actual_current_4,actual_current_5,joint_control_output_0,joint_control_output_1,joint_control_output_2,joint_control_output_3,joint_control_output_4,joint_control_output_5,actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5,actual_TCP_speed_0,actual_TCP_speed_1,actual_TCP_speed_2,actual_TCP_speed_3,actual_TCP_speed_4,actual_TCP_speed_5,actual_TCP_force_0,actual_TCP_force_1,actual_TCP_force_2,actual_TCP_force_3,actual_TCP_force_4,actual_TCP_force_5,target_TCP_pose_0,target_TCP_pose_1,target_TCP_pose_2,target_TCP_pose_3,target_TCP_pose_4,target_TCP_pose_5,target_TCP_speed_0,target_TCP_speed_1,target_TCP_speed_2,target_TCP_speed_3,target_TCP_speed_4,target_TCP_speed_5,actual_digital_input_bits,joint_temperatures_0,joint_temperatures_1,joint_temperatures_2,joint_temperatures_3,joint_temperatures_4,joint_temperatures_5,actual_execution_time,robot_mode,joint_mode_0,joint_mode_1,joint_mode_2,joint_mode_3,joint_mode_4,joint_mode_5,safety_mode,actual_tool_accelerometer_0,actual_tool_accelerometer_1,actual_tool_accelerometer_2,speed_scaling,target_speed_fraction,actual_momentum,actual_main_voltage,actual_robot_voltage,actual_robot_current,actual_joint_voltage_0,actual_joint_voltage_1,actual_joint_voltage_2,actual_joint_voltage_3,actual_joint_voltage_4,actual_joint_voltage_5,actual_digital_output_bits,runtime_state
10249.815999999999,-1.7082622686969202,-1.4460113684283655,0.8773298263549805,-1.684047047291891,-1.537772003804342,4.6051483154296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.354744154141422,0.6520188587493864,0.13804257416430613,0.010076233655080018,-0.15814848574156407,0.0,-27.00934727813764,7.455624913034452,1.5810312033113494,0.0844750615754665,-1.305775827314104,0.0,-1.7082861105548304,-1.4459870497332972,0.877377986907959,-1.684058968220846,-1.5378559271441858,4.605064868927002,0.0,0.0,-0.0,0.0,0.0,0.0,-2.8695175647735596,0.5044073462486267,0.051561642438173294,0.2501067519187927,-0.18758006393909454,0.07930213958024979,-2.8919355869293213,0.5066491961479187,0.051561642438173294,0.24400658905506134,-0.19520527124404907,0.07472702115774155,-0.043450014413795784,0.5193037255933164,0.7181881473528217,-1.859718620682259,-1.8309254844078697,-0.7046729398644718,0.0,0.0,0.0,0.0,0.0,0.0,-12.93502125907793,2.411786625703792,-9.803818071405237,3.3115397417375614,-1.4773208145297823,0.007835331527083924,-0.04347273383917641,0.5192784165121069,0.7182211328624131,-1.859662786036688,-1.8308179548429864,-0.7046120734787321,0.0,0.0,0.0,0.0,0.0,0.0,0,32.3699836730957,31.269990921020508,32.1199836730957,41.07998275756836,43.00998306274414,46.49998474121094,0.353436,7,253,253,253,253,253,253,1,0.15283875167369843,9.119379043579102,-0.6652981042861938,0.0,1.0,0.0,48.19097137451172,48.13019943237305,0.5013031363487244,47.89500045776367,47.8489990234375,47.72700119018555,47.89500045776367,47.71200180053711,47.86399841308594,0,1
10249.823999999999,-1.7082622686969202,-1.4460113684283655,0.8773298263549805,-1.684047047291891,-1.537772003804342,4.6051483154296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.354744154141422,0.6520188587493864,0.13804257416430613,0.010076233655080018,-0.15814848574156407,0.0,-27.00934727813764,7.455624913034452,1.5810312033113494,0.0844750615754665,-1.305775827314104,0.0,-1.7082503477679651,-1.4459994474994105,0.8772940635681152,-1.6840947310077112,-1.5378440062152308,4.605112552642822,0.0,0.0,-0.0,0.0,0.0,0.0,-2.8964192867279053,0.5088909864425659,0.06501250714063644,0.22723113000392914,-0.19673031568527222,0.0732019767165184,-2.8919355869293213,0.5066491961479187,0.051561642438173294,0.24400658905506134,-0.19520527124404907,0.07472702115774155,-0.04347301997152154,0.5192775103960352,0.7182372221353206,-1.859627412852576,-1.8308262157842456,-0.7047548483991758,0.0,0.0,0.0,0.0,0.0,0.0,-13.70172464919586,2.977951980119853,-8.338798491192692,2.9195803000204212,-1.3842969627490487,-0.019319171919717118,-0.04347273383917641,0.5192784165121069,0.7182211328624131,-1.859662786036688,-1.8308179548429864,-0.7046120734787321,0.0,0.0,0.0,0.0,0.0,0.0,0,32.3699836730957,31.269990921020508,32.1199836730957,41.07998275756836,43.00998306274414,46.49998474121094,0.373272,7,253,253,253,253,253,253,1,0.18580397963523865,9.098401069641113,-0.6652981042861938,0.0,1.0,0.0,48.13019943237305,48.13019943237305,0.5729187726974487,47.89500045776367,47.8489990234375,47.72700119018555,47.87900161743164,47.71200180053711,47.86399841308594,0,1
10249.832,-1.7082622686969202,-1.4460113684283655,0.8773298263549805,-1.684047047291891,-1.537772003804342,4.6051483154296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.354744154141422,0.6520188587493864,0.13804257416430613,0.010076233655080018,-0.15814848574156407,0.0,-27.00934727813764,7.455624913034452,1.5810312033113494,0.0844750615754665,-1.305775827314104,0.0,-1.7082622686969202,-1.4459870497332972,0.8773417472839355,-1.684058968220846,-1.537867848073141,4.605076789855957,0.0,0.0,-0.0,0.0,0.0,0.0,-2.8784847259521484,0.5066491961479187,0.06052888557314873,0.23790642619132996,-0.1997803896665573,0.08997742831707001,-2.8919355869293213,0.5066491961479187,0.051561642438173294,0.24400658905506134,-0.19520527124404907,0.07472702115774155,-0.043462458312185,0.5192951510981941,0.7182046446700049,-1.8596887332611247,-1.8309113960827639,-0.7047053510112162,0.0,0.0,0.0,0.0,0.0,0.0,-12.884872281666842,2.7246604831226184,-8.904916196575142,3.0870095297907882,-1.4280925226486167,0.1629388964890827,-0.04347273383917641,0.5192784165121069,0.7182211328624131,-1.859662786036688,-1.8308179548429864,-0.7046120734787321,0.0,0.0,0.0,0.0,0.0,0.0,0,32.3699836730957,31.269990921020508,32.1199836730957,41.07998275756836,43.00998306274414,46.49998474121094,0.383988,7,253,253,253,253,253,253,1,0.15283875167369843,9.104394912719727,-0.6712917685508728,0.0,1.0,0.0,48.13019943237305,48.13019943237305,0.6087239384651184,47.87900161743164,47.8489990234375,47.72700119018555,47.87900161743164,47.71200180053711,47.86399841308594,0,1
10249.84,-1.7082622686969202,-1.4460113684283655,0.8773298263549805,-1.684047047291891,-1.537772003804342,4.6051483154296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.354744154141422,0.6520188587493864,0.13804257416430613,0.010076233655080018,-0.15814848574156407,0.0,-27.00934727813764,7.455624913034452,1.5810312033113494,0.0844750615754665,-1.305775827314104,0.0,-1.7082861105548304,-1.4460113684283655,0.8773298263549805,-1.684058968220846,-1.5378559271441858,4.605052947998047,0.0,0.0,-0.0,0.0,0.0,0.0,-2.8784847259521484,0.5201000571250916,0.04259439930319786,0.22875617444515228,-0.19520527124404907,0.07777710258960724,-2.8919355869293213,0.5066491961479187,0.051561642438173294,0.24400658905506134,-0.19520527124404907,0.07472702115774155,-0.043453488294466255,0.5192787091312947,0.7182224719551722,-1.859663533287394,-1.8308955533881568,-0.7047442556675254,0.0,0.0,0.0,0.0,0.0,0.0,-13.020591778461887,1.6365328275914728,-10.043033861777678,3.1538307124340594,-1.3941886236541698,0.045367121437634536,-0.04347273383917641,0.5192784165121069,0.7182211328624131,-1.859662786036688,-1.8308179548429864,-0.7046120734787321,0.0,0.0,0.0,0.0,0.0,0.0,0,32.3699836730957,31.269990921020508,32.1199836730957,41.07998275756836,43.00998306274414,46.49998474121094,0.359496,7,253,253,253,253,253,253,1,0.18580397963523865,9.119379043579102,-0.6742886304855347,0.0,1.0,0.0,48.19097137451172,48.13019943237305,0.5013031363487244,47.87900161743164,47.8489990234375,47.72700119018555,47.87900161743164,47.71200180053711,47.86399841308594,0,1
10249.848,-1.7082622686969202,-1.4460113684283655,0.8773298263549805,-1.684047047291891,-1.537772003804342,4.6051483154296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.354744154141422,0.6520188587493864,0.13804257416430613,0.010076233655080018,-0.15814848574156407,0.0,-27.00934727813764,7.455624913034452,1.5810312033113494,0.0844750615754665,-1.305775827314104,0.0,-1.7082622686969202,-1.4459870497332972,0.8773417472839355,-1.6840828100787562,-1.537891689931051,4.605076789855957,0.0,0.0,-0.0,0.0,0.0,0.0,-2.8941774368286133,0.4999237656593323,0.051561642438173294,0.23790642619132996,-0.19520527124404907,0.07472702115774155,-2.8919355869293213,0.5066491961479187,0.051561642438173294,0.24553163349628448,-0.19520527124404907,0.07472702115774155,-0.0434605018185424,0.5192950238368798,0.7182075933800263,-1.8596903786317847,-1.8308983827291379,-0.7047500123161068,0.0,0.0,0.0,0.0,0.0,0.0,-13.613633422419671,2.7020206380535075,-9.332337909736529,3.1427884530113843,-1.4212855875303132,-0.01467452362105051,-0.04347273383917641,0.5192784165121069,0.7182211328624131,-1.859662786036688,-1.8308179548429864,-0.7046120734787321,0.0,0.0,0.0,0.0,0.0,0.0,0,32.3699836730957,31.269990921020508,32.1199836730957,41.07998275756836,43.00998306274414,46.49998474121094,0.350832,7,253,253,253,253,253,253,1,0.17381662130355835,9.101398468017578,-0.6982633471488953,0.0,1.0,0.0,48.19097137451172,48.13019943237305,0.5013031363487244,47.87900161743164,47.8489990234375,47.72700119018555,47.87900161743164,47.71200180053711,47.86399841308594,0,1
10249.856,-1.7082622686969202,-1.4460113684283655,0.8773298263549805,-1.684047047291891,-1.537772003804342,4.6051483154296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.354744154141422,0.6520188587493864,0.13804257416430613,0.010076233655080018,-0.15814848574156407,0.0,-27.00934727813764,7.455624913034452,1.5810312033113494,0.0844750615754665,-1.305775827314104,0.0,-1.7082985083209437,-1.4460232893573206,0.8773059844970703,-1.684070889149801,-1.5378559271441858,4.605100154876709,0.0,0.0,-0.0,0.0,0.0,0.0,-2.8874518871307373,0.5133746266365051,0.06949612498283386,0.24095650017261505,-0.19063015282154083,0.08387726545333862,-2.8919355869293213,0.5066491961479187,0.051561642438173294,0.24400658905506134,-0.19520527124404907,0.07472702115774155,-0.0434487566326402,0.5192669849655217,0.7182409004933282,-1.8596836671425265,-1.830807886323365,-0.7047762811557211,0.0,0.0,0.0,0.0,0.0,0.0,-13.361932673770896,2.9025544348905665,-8.573615761098795,3.065510875396627,-1.4873061358706836,0.03859429451931088,-0.04347273383917641,0.5192784165121069,0.7182211328624131,-1.859662786036688,-1.8308179548429864,-0.7046120734787321,0.0,0.0,0.0,0.0,0.0,0.0,0,32.3699836730957,31.269990921020508,32.1199836730957,41.07998275756836,43.00998306274414,46.49998474121094,0.411264,7,253,253,253,253,253,253,1,0.17681346833705902,9.113385200500488,-0.6413233876228333,0.0,1.0,0.0,48.13019943237305,48.13019943237305,0.4654926657676697,47.87900161743164,47.8489990234375,47.72700119018555,47.87900161743164,47.71200180053711,47.86399841308594,0,1
10249.864,-1.7082622686969202,-1.4460113684283655,0.8773298263549805,-1.684047047291891,-1.537772003804342,4.6051483154296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.354744154141422,0.6520188587493864,0.13804257416430613,0.010076233655080018,-0.15814848574156407,0.0,-27.00934727813764,7.455624913034452,1.5810312033113494,0.0844750615754665,-1.305775827314104,0.0,-1.7082145849811,-1.445975128804342,0.8773660659790039,-1.684070889149801,-1.5378559271441858,4.605076789855957,0.0,0.0,-0.0,0.0,0.0,0.0,-2.8874518871307373,0.5021655559539795,0.05604526400566101,0.2562069296836853,-0.19520527124404907,0.07167693227529526,-2.8919355869293213,0.5066491961479187,0.051561642438173294,0.24400658905506134,-0.19520527124404907,0.07472702115774155,-0.04348646888593909,0.5193056480487737,0.7181890137843332,-1.8596460524739122,-1.8309636303753816,-0.7046548667678563,0.0,0.0,0.0,0.0,0.0,0.0,-13.487587616215626,2.7112974826203216,-9.661274822025929,3.358411089100248,-1.4189576717434893,-0.0353832679489041,-0.04347273383917641,0.5192784165121069,0.7182211328624131,-1.859662786036688,-1.8308179548429864,-0.7046120734787321,0.0,0.0,0.0,0.0,0.0,0.0,0,32.3699836730957,31.269990921020508,32.1199836730957,41.07998275756836,43.00998306274414,46.49998474121094,0.415548,7,253,253,253,253,253,253,1,0.17081978917121887,9.11038875579834,-0.6922696828842163,0.0,1.0,0.0,48.13019943237305,48.13019943237305,0.5729187726974487,47.87900161743164,47.8489990234375,47.72700119018555,47.87900161743164,47.71200180053711,47.86399841308594,0,1
10249.872,-1.7082622686969202,-1.4460113684283655,0.8773298263549805,-1.684047047291891,-1.537772003804342,4.6051483154296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.354744154141422,0.6520188587493864,0.13804257416430613,0.010076233655080018,-0.15814848574156407,0.0,-27.00934727813764,7.455624913034452,1.5810312033113494,0.0844750615754665,-1.305775827314104,0.0,-1.7083223501788538,-1.4459994474994105,0.8773298263549805,-1.6840828100787562,-1.5378802458392542,4.605112552642822,0.0,0.0,-0.0,0.0,0.0,0.0,-2.8852102756500244,0.5133746266365051,0.0807051807641983,0.24400658905506134,-0.19368022680282593,0.09150247275829315,-2.8919355869293213,0.5066491961479187,0.051561642438173294,0.24400658905506134,-0.19520527124404907,0.07472702115774155,-0.043431647094224216,0.5192875769993384,0.7182193556397476,-1.859757825783274,-1.8307975456030166,-0.7047701719807178,0.0,0.0,0.0,0.0,0.0,0.0,-13.181855538968051,3.300114121234409,-7.956972437771438,3.012980214276528,-1.4977419201297173,0.12021971095469702,-0.04347273383917641,0.5192784165121069,0.7182211328624131,-1.859662786036688,-1.8308179548429864,-0.7046120734787321,0.0,0.0,0.0,0.0,0.0,0.0,0,32.3699836730957,31.269990921020508,32.1199836730957,41.07998275756836,43.00998306274414,46.49998474121094,0.417324,7,253,253,253,253,253,253,1,0.16182926297187805,9.089410781860352,-0.6982633471488953,0.0,1.0,0.0,48.13019943237305,48.13019943237305,0.5729187726974487,47.87900161743164,47.8489990234375,47.72700119018555,47.87900161743164,47.71200180053711,47.86399841308594,0,1
10249.88,-1.7082622686969202,-1.4460113684283655,0.8773298263549805,-1.684047047291891,-1.537772003804342,4.6051483154296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.354744154141422,0.6520188587493864,0.13804257416430613,0.010076233655080018,-0.15814848574156407,0.0,-27.00934727813764,7.455624913034452,1.5810312033113494,0.0844750615754665,-1.305775827314104,0.0,-1.7082622686969202,-1.4460471312152308,0.8773536682128906,-1.684070889149801,-1.5378320852862757,4.605088233947754,0.0,0.0,-0.0,0.0,0.0,0.0,-2.8964192867279053,0.5066491961479187,0.06052888557314873,0.23485633730888367,-0.19368022680282593,0.07777710258960724,-2.8919355869293213,0.5066491961479187,0.051561642438173294,0.24400658905506134,-0.19520527124404907,0.07472702115774155,-0.043470212343987485,0.5192605564578706,0.7182313373712079,-1.8596348770306466,-1.8308626734132096,-0.7047231215161721,0.0,0.0,0.0,0.0,0.0,0.0,-13.659096474807905,2.8439201503687226,-8.811387045987784,3.0441454947853055,-1.4439462539339145,-0.0027864972539079456,-0.04347273383917641,0.5192784165121069,0.7182211328624131,-1.859662786036688,-1.8308179548429864,-0.7046120734787321,0.0,0.0,0.0,0.0,0.0,0.0,0,32.3699836730957,31.269990921020508,32.1199836730957,41.07998275756836,43.00998306274414,46.49998474121094,0.374928,7,253,253,253,253,253,253,1,0.14684507250785828,9.125372886657715,-0.7102506756782532,0.0,1.0,0.0,48.19097137451172,48.13019943237305,0.5729187726974487,47.87900161743164,47.8489990234375,47.72700119018555,47.87900161743164,47.71200180053711,47.86399841308594,0,1
10249.887999999999,-1.7082622686969202,-1.4460113684283655,0.8773298263549805,-1.684047047291891,-1.537772003804342,4.6051483154296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.354744154141422,0.6520188587493864,0.13804257416430613,0.010076233655080018,-0.15814848574156407,0.0,-27.00934727813764,7.455624913034452,1.5810312033113494,0.0844750615754665,-1.305775827314104,0.0,-1.7082861105548304,-1.4459870497332972,0.8773417472839355,-1.6841066519366663,-1.5379155317889612,4.605100154876709,0.0,0.0,-0.0,0.0,0.0,0.0,-2.8829684257507324,0.5156164169311523,0.05604526400566101,0.25468188524246216,-0.19215518236160278,0.06710181385278702,-2.8919355869293213,0.5066491961479187,0.051561642438173294,0.24400658905506134,-0.19520527124404907,0.07472702115774155,-0.04344616436931678,0.5192959324626035,0.7182105421306437,-1.8597352984278916,-1.8308415314903261,-0.7047948395841885,0.0,0.0,0.0,0.0,0.0,0.0,-13.427375782060317,2.26165052584701,-9.898105877616603,3.37727502827795,-1.4084550238830313,-0.08128877453594714,-0.04347273383917641,0.5192784165121069,0.7182211328624131,-1.859662786036688,-1.8308179548429864,-0.7046120734787321,0.0,0.0,0.0,0.0,0.0,0.0,0,32.3699836730957,31.269990921020508,32.1199836730957,41.07998275756836,43.00998306274414,46.49998474121094,0.305112,7,253,253,253,253,253,253,1,0.16182926297187805,9.137359619140625,-0.6952664852142334,0.0,1.0,0.0,48.19097137451172,48.13019943237305,0.4654926657676697,47.87900161743164,47.8489990234375,47.72700119018555,47.87900161743164,47.71200180053711,47.86399841308594,0,1
